"","gene","name","Superclass_x","Class_x","Subclass_x"
"283","RVBD0643c","mmaA3","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"284","RVBD0644c","mmaA2","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"285","RVBD0645c","mmaA1","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"286","RVBD0651","rplJ","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"287","RVBD0652","rplL","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"288","RVBD0655","mkl","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Invasion_and_intracellular_resistance"
"289","RVBD0656c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"290","RVBD0659c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"291","RVBD0660c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"292","RVBD0661c","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"293","RVBD0667","rpoB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"294","RVBD0667","rpoB","RNA Processing","RNA Processing","Transcription"
"295","RVBD0668","rpoC","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"296","RVBD0668","rpoC","RNA Processing","RNA Processing","Transcription"
"297","RVBD0670","end","DNA Processing","DNA Processing","DNA_repair"
"298","RVBD0672","fadE8","Miscellaneous","Miscellaneous",""
"299","RVBD0676c","mmpL5","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"300","RVBD0677c","mmpS5","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"301","RVBD0678","","Membrane Transport","Membrane Transport","Multidrug_efflux_systems"
"302","RVBD0682","rpsL","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"303","RVBD0682","rpsL","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"304","RVBD0683","rpsG","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"305","RVBD0684","fusA1","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"306","RVBD0684","fusA1","Protein Processing","Protein Synthesis","Translation"
"307","RVBD0685","tuf","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"308","RVBD0685","tuf","Protein Processing","Protein Synthesis","Translation"
"309","RVBD0691c","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Mycofactocin"
"310","RVBD0692","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Mycofactocin"
"311","RVBD0693","pqqE","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Mycofactocin"
"312","RVBD0694","lldD1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Mycofactocin"
"313","RVBD0695","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Mycofactocin"
"314","RVBD0696","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Mycofactocin"
"315","RVBD0697","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Mycofactocin"
"316","RVBD0700","rpsJ","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"317","RVBD0700","rpsJ","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"318","RVBD0701","rplC","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"319","RVBD0702","rplD","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"320","RVBD0703","rplW","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"321","RVBD0704","rplB","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"322","RVBD0705","rpsS","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"323","RVBD0706","rplV","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"324","RVBD0707","rpsC","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"325","RVBD0708","rplP","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"326","RVBD0709","rpmC","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"327","RVBD0710","rpsQ","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"328","RVBD0714","rplN","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"329","RVBD0715","rplX","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"330","RVBD0716","rplE","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"331","RVBD0717","rpsN","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"332","RVBD0718","rpsH","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"333","RVBD0719","rplF","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"334","RVBD0720","rplR","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"335","RVBD0721","rpsE","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_processing_and_modification"
"336","RVBD0721","rpsE","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"337","RVBD0723","rplO","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"338","RVBD0725c","","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"339","RVBD0728c","serA2","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"340","RVBD0728c","serA2","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"341","RVBD0731c","","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"342","RVBD0732","secY","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"343","RVBD0734","mapA","Protein Processing","Protein Synthesis","Translation"
"344","RVBD0749","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"345","RVBD0752c","fadE9","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"346","RVBD0752c","fadE9","Miscellaneous","Miscellaneous",""
"347","RVBD0768","aldA","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"348","RVBD0768","aldA","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Phospholipids"
"349","RVBD0772","purD","Metabolism","Nucleosides and Nucleotides","Purines"
"350","RVBD0777","purB","Metabolism","Nucleosides and Nucleotides","Purines"
"351","RVBD0780","purC","Metabolism","Nucleosides and Nucleotides","Purines"
"352","RVBD0787A","RVBD0787A","Metabolism","Nucleosides and Nucleotides","Purines"
"353","RVBD0788","purQ","Metabolism","Nucleosides and Nucleotides","Purines"
"354","RVBD0798c","cfp29","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"355","RVBD0799c","","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"356","RVBD0803","purL","Metabolism","Nucleosides and Nucleotides","Purines"
"357","RVBD0808","purF","Metabolism","Nucleosides and Nucleotides","Purines"
"358","RVBD0809","purM","Metabolism","Nucleosides and Nucleotides","Purines"
"359","RVBD0812","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"360","RVBD0814c","sseC2","Metabolism","Sulfur Metabolism",""
"361","RVBD0815c","cysA2","Metabolism","Sulfur Metabolism",""
"362","RVBD0816c","thiX","Cellular Processes","Cell Cycle, Cell Division and Death",""
"363","RVBD0819","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response"
"364","RVBD0820","phoT","Metabolism","Phosphate Metabolism",""
"365","RVBD0821c","phoY2","Metabolism","Phosphate Metabolism",""
"366","RVBD0822c","","Regulation And Cell Signaling","Regulation and Cell signaling",""
"367","RVBD0824c","desA1","","","Fatty_acids"
"368","RVBD0830","","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"369","RVBD0838","lpqR","Membrane Transport","Membrane Transport","ABC_transporters"
"370","RVBD0840c","pip","Metabolism","Amino Acids and Derivatives","Proline_and_4-hydroxyproline"
"371","RVBD0843","","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"372","RVBD0843","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Lipoic_acid"
"373","RVBD0852","fadD16","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"374","RVBD0864","moaC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"375","RVBD0865","mog","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"376","RVBD0866","moaE2","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"377","RVBD0868c","moaD2","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"378","RVBD0869c","moaA","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"379","RVBD0871","cspB","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"380","RVBD0873","fadE10","Miscellaneous","Miscellaneous",""
"381","RVBD0880","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Resistance_to_antibiotics_and_toxic_compounds"
"382","RVBD0884c","serC","Metabolism","Amino Acids and Derivatives","Alanine,_serine,_and_glycine"
"383","RVBD0884c","serC","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Pyridoxine"
"384","RVBD0888","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Host-pathogen_interactions"
"385","RVBD0889c","citA","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"386","RVBD0893c","","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_targeting,_sorting,_translocation"
"387","RVBD0895","","","Fatty Acids, Lipids, and Isoprenoids","Unsaturated_fatty_acids"
"388","RVBD0896","gltA2","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"389","RVBD0899","ompA","Cell Envelope","Cell Envelope, Capsule and Slime layer","Cell_wall_of_Mycobacteria"
"390","RVBD0903c","prrA","","","Transcription"
"391","RVBD0904c","accD3","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Fatty_acids"
"392","RVBD0914c","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Biotin"
"393","RVBD0928","pstS3","Metabolism","Phosphate Metabolism",""
"394","RVBD0929","pstC2","Metabolism","Phosphate Metabolism",""
"395","RVBD0930","pstA1","Metabolism","Phosphate Metabolism",""
"396","RVBD0932c","pstS2","Metabolism","Phosphate Metabolism",""
"397","RVBD0933","pstB","Metabolism","Phosphate Metabolism",""
"398","RVBD0934","pstS1","Metabolism","Phosphate Metabolism",""
"399","RVBD0935","pstC1","Metabolism","Phosphate Metabolism",""
"400","RVBD0936","pstA2","Metabolism","Phosphate Metabolism",""
"401","RVBD0937c","","DNA Processing","DNA Processing","DNA_repair"
"402","RVBD0938","","DNA Processing","DNA Processing","DNA_repair"
"403","RVBD0944","","DNA Processing","DNA Processing","DNA_repair"
"404","RVBD0946c","pgi","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"405","RVBD0948c","","Metabolism","Amino Acids and Derivatives","Aromatic_amino_acids_and_derivatives"
"406","RVBD0949","uvrD1","DNA Processing","DNA Processing","DNA_repair"
"407","RVBD0951","sucC","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"408","RVBD0952","sucD","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"409","RVBD0956","purN","Metabolism","Nucleosides and Nucleotides","Purines"
"410","RVBD0957","purH","Metabolism","Nucleosides and Nucleotides","Purines"
"411","RVBD0960","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"412","RVBD0962c","lprP","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence",""
"413","RVBD0967","","Membrane Transport","Membrane Transport","Cation_transporters"
"414","RVBD0969","ctpV","Membrane Transport","Membrane Transport","Cation_transporters"
"415","RVBD0971c","echA7","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"416","RVBD0972c","fadE12","Miscellaneous","Miscellaneous",""
"417","RVBD0973c","accA2","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"418","RVBD0974c","accD2","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"419","RVBD0975c","fadE13","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"420","RVBD0975c","fadE13","Miscellaneous","Miscellaneous",""
"421","RVBD0976c","","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"422","RVBD0979A","rpmF","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"423","RVBD0981","mprA","Cellular Processes","Cell Cycle, Cell Division and Death","Stationary_phase,_Dormancy,_Persistence"
"424","RVBD0982","mprB","Cellular Processes","Cell Cycle, Cell Division and Death","Stationary_phase,_Dormancy,_Persistence"
"425","RVBD0984","moaB2","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"426","RVBD0986","","Membrane Transport","Membrane Transport","ABC_transporters"
"427","RVBD0987","","Membrane Transport","Membrane Transport","ABC_transporters"
"428","RVBD0988","","Membrane Transport","Membrane Transport","ABC_transporters"
"429","RVBD0992c","","Metabolism","Carbohydrates","C-1_compound_metabolism"
"430","RVBD0992c","","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"431","RVBD0993","galU","","","Capsule_and_Slime_layer"
"432","RVBD0994","moeA1","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"433","RVBD0995","rimJ","","Clustering-based subsystems","Clustering-based_subsystems"
"434","RVBD0995","rimJ","Protein Processing","Protein Fate (folding, modification, targeting, degradation)","Protein_processing_and_modification"
"435","RVBD0998","","Regulation And Cell Signaling","Regulation and Cell signaling","Acetylation_deacetylation"
"436","RVBD1000c","","DNA Processing","DNA Processing","DNA_repair"
"437","RVBD1002c","","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"438","RVBD1003","","Cell Envelope","Cell Envelope, Capsule and Slime layer","Capsule_and_Slime_layer"
"439","RVBD1003","","Stress Response, Defense, Virulence","Stress Response, Defense and Virulence","Stress_Response:_Heat/cold_shock"
"440","RVBD1005c","pabB","Metabolism","Cofactors, Vitamins, Prosthetic Groups","Folate_and_pterines"
"441","RVBD1007c","metS","Protein Processing","Protein Synthesis","Aminoacyl-tRNA-synthetases"
"442","RVBD1011","ispE","Metabolism","Fatty Acids, Lipids, and Isoprenoids","Isoprenoids"
"443","RVBD1014c","pth","Cellular Processes","Prokaryotic cell type differentiation","Sporulation"
"444","RVBD1014c","pth","Protein Processing","Protein Synthesis","Translation"
"445","RVBD1015c","rplY","Protein Processing","Protein Synthesis","Ribosome_biogenesis"
"446","RVBD1017c","prsA","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"447","RVBD1017c","prsA","Metabolism","Nucleosides and Nucleotides","Purines"
"448","RVBD1018c","glmU","","","Cell_wall_of_Mycobacteria"
"449","RVBD1021","","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"450","RVBD1023","eno","Energy","Energy and Precursor Metabolites Generation","Central_Metabolism"
"451","RVBD1024","RVBD1024","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"452","RVBD1025","RVBD1025","Cellular Processes","Cell Cycle, Cell Division and Death","Programmed_Cell_Death_and_Toxin-antitoxin_Systems"
"453","RVBD1027c","kdpE","Membrane Transport","Membrane Transport","Cation_transporters"
"454","RVBD1028c","kdpD","Membrane Transport","Membrane Transport","Cation_transporters"
