"","start","end","strand","geneID","start_norm","end_norm"
"446",4766023,4767219,"+","RVBD0106",124371,125567
"4463",4766023,4767219,"-","RVBD0106_as",124371,125567
"112",4767219,4767292,"+","RVBD0106-RVBD0107c intergenic region",125567,125640
"1128",4767219,4767292,"-","RVBD0106-RVBD0107c intergenic region_as",125567,125640
"450",4767292,4772190,"-","RVBD0107c",125640,130538
"4503",4767292,4772190,"+","RVBD0107c_as",125640,130538
"113",4772190,4772544,"+","RVBD0107c-RVBD0108c intergenic region",130538,130892
"1135",4772190,4772544,"-","RVBD0107c-RVBD0108c intergenic region_as",130538,130892
"454",4772544,4772753,"-","RVBD0108c",130892,131101
"4543",4772544,4772753,"+","RVBD0108c_as",130892,131101
"11411",4772753,4773032,"+","RVBD0108c-RVBD0109 intergenic region",131101,131380
"114111",4772753,4773032,"-","RVBD0108c-RVBD0109 intergenic region_as",131101,131380
"458",4773032,4774522,"+","RVBD0109",131380,132870
"4583",4773032,4774522,"-","RVBD0109_as",131380,132870
"115",4774522,4774670,"+","RVBD0109-RVBD0110 intergenic region",132870,133018
"1155",4774522,4774670,"-","RVBD0109-RVBD0110 intergenic region_as",132870,133018
"462",4774670,4775419,"+","RVBD0110",133018,133767
"4623",4774670,4775419,"-","RVBD0110_as",133018,133767
"116",4775419,4775600,"+","RVBD0110-RVBD0111 intergenic region",133767,133948
"1161",4775419,4775600,"-","RVBD0110-RVBD0111 intergenic region_as",133767,133948
"466",4775600,4777657,"+","RVBD0111",133948,136005
"4663",4775600,4777657,"-","RVBD0111_as",133948,136005
"117",4777657,4777939,"+","RVBD0111-RVBD0112 intergenic region",136005,136287
"1171",4777657,4777939,"-","RVBD0111-RVBD0112 intergenic region_as",136005,136287
"470",4777939,4778895,"+","RVBD0112",136287,137243
"4701",4777939,4778895,"-","RVBD0112_as",136287,137243
"11811",4778895,4778969,"+","RVBD0112-RVBD0113 intergenic region",137243,137317
"118111",4778895,4778969,"-","RVBD0112-RVBD0113 intergenic region_as",137243,137317
"474",4778969,4779559,"+","RVBD0113",137317,137907
"4743",4778969,4779559,"-","RVBD0113_as",137317,137907
"119",4779559,4779591,"+","RVBD0113-RVBD0114 intergenic region",137907,137939
"11911",4779559,4779591,"-","RVBD0113-RVBD0114 intergenic region_as",137907,137939
"478",4779591,4780163,"+","RVBD0114",137939,138511
"4783",4779591,4780163,"-","RVBD0114_as",137939,138511
"482",4780163,4781323,"+","RVBD0115",138511,139671
"120",4780163,4780163,"+","RVBD0114-RVBD0115 intergenic region",138511,138511
"4823",4780163,4781323,"-","RVBD0115_as",138511,139671
"1201",4780163,4780163,"-","RVBD0114-RVBD0115 intergenic region_as",138511,138511
"121",4781323,4781917,"+","RVBD0115-RVBD0116c intergenic region",139671,140265
"12111",4781323,4781917,"-","RVBD0115-RVBD0116c intergenic region_as",139671,140265
"486",4781917,4782672,"-","RVBD0116c",140265,141020
"4861",4781917,4782672,"+","RVBD0116c_as",140265,141020
"12211",4782672,4782850,"+","RVBD0116c-RVBD0117 intergenic region",141020,141198
"122111",4782672,4782850,"-","RVBD0116c-RVBD0117 intergenic region_as",141020,141198
"490",4782850,4783794,"+","RVBD0117",141198,142142
"4903",4782850,4783794,"-","RVBD0117_as",141198,142142
"494",4783778,4785526,"-","RVBD0118c",142126,143874
"4943",4783778,4785526,"+","RVBD0118c_as",142126,143874
"124",4785526,4785699,"+","RVBD0118c-RVBD0119 intergenic region",143874,144047
"1249",4785526,4785699,"-","RVBD0118c-RVBD0119 intergenic region_as",143874,144047
"498",4785699,4787276,"+","RVBD0119",144047,145624
"4983",4785699,4787276,"-","RVBD0119_as",144047,145624
"125",4787276,4787277,"+","RVBD0119-RVBD0120c intergenic region",145624,145625
"1251",4787276,4787277,"-","RVBD0119-RVBD0120c intergenic region_as",145624,145625
"502",4787277,4789421,"-","RVBD0120c",145625,147769
"5021",4787277,4789421,"+","RVBD0120c_as",145625,147769
"12611",4789421,4789558,"+","RVBD0120c-RVBD0121c intergenic region",147769,147906
"126111",4789421,4789558,"-","RVBD0120c-RVBD0121c intergenic region_as",147769,147906
"506",4789558,4789992,"-","RVBD0121c",147906,148340
"5063",4789558,4789992,"+","RVBD0121c_as",147906,148340
"127",4789992,4790141,"+","RVBD0121c-RVBD0122 intergenic region",148340,148489
"1275",4789992,4790141,"-","RVBD0121c-RVBD0122 intergenic region_as",148340,148489
"510",4790141,4790509,"+","RVBD0122",148489,148857
"5103",4790141,4790509,"-","RVBD0122_as",148489,148857
"514",4790506,4790874,"+","RVBD0123",148854,149222
"5143",4790506,4790874,"-","RVBD0123_as",148854,149222
"129",4790874,4791183,"+","RVBD0123-RVBD0124 intergenic region",149222,149531
"1295",4790874,4791183,"-","RVBD0123-RVBD0124 intergenic region_as",149222,149531
"518",4791183,4792646,"+","RVBD0124",149531,150994
"5183",4791183,4792646,"-","RVBD0124_as",149531,150994
"13011",4792646,4792798,"+","RVBD0124-RVBD0125 intergenic region",150994,151146
"130111",4792646,4792798,"-","RVBD0124-RVBD0125 intergenic region_as",150994,151146
"522",4792798,4793865,"+","RVBD0125",151146,152213
"5223",4792798,4793865,"-","RVBD0125_as",151146,152213
"131",4793865,4793974,"+","RVBD0125-RVBD0126 intergenic region",152213,152322
"13111",4793865,4793974,"-","RVBD0125-RVBD0126 intergenic region_as",152213,152322
"526",4793974,4795779,"+","RVBD0126",152322,154127
"5261",4793974,4795779,"-","RVBD0126_as",152322,154127
"132",4795779,4795882,"+","RVBD0126-RVBD0127 intergenic region",154127,154230
"1323",4795779,4795882,"-","RVBD0126-RVBD0127 intergenic region_as",154127,154230
"530",4795882,4797249,"+","RVBD0127",154230,155597
"5303",4795882,4797249,"-","RVBD0127_as",154230,155597
"133",4797249,4797317,"+","RVBD0127-RVBD0128 intergenic region",155597,155665
"1331",4797249,4797317,"-","RVBD0127-RVBD0128 intergenic region_as",155597,155665
"534",4797317,4798096,"+","RVBD0128",155665,156444
"5341",4797317,4798096,"-","RVBD0128_as",155665,156444
"13411",4798096,4798228,"+","RVBD0128-RVBD0129c intergenic region",156444,156576
"134111",4798096,4798228,"-","RVBD0128-RVBD0129c intergenic region_as",156444,156576
"538",4798228,4799250,"-","RVBD0129c",156576,157598
"5383",4798228,4799250,"+","RVBD0129c_as",156576,157598
"135",4799250,4799497,"+","RVBD0129c-RVBD0130 intergenic region",157598,157845
"13511",4799250,4799497,"-","RVBD0129c-RVBD0130 intergenic region_as",157598,157845
"542",4799497,4799952,"+","RVBD0130",157845,158300
"5423",4799497,4799952,"-","RVBD0130_as",157845,158300
"136",4799952,4799965,"+","RVBD0130-RVBD0131c intergenic region",158300,158313
"13611",4799952,4799965,"-","RVBD0130-RVBD0131c intergenic region_as",158300,158313
"546",4799965,4801308,"-","RVBD0131c",158313,159656
"5463",4799965,4801308,"+","RVBD0131c_as",158313,159656
"137",4801308,4801350,"+","RVBD0131c-RVBD0132c intergenic region",159656,159698
"13711",4801308,4801350,"-","RVBD0131c-RVBD0132c intergenic region_as",159656,159698
"550",4801350,4802432,"-","RVBD0132c",159698,160780
"5503",4801350,4802432,"+","RVBD0132c_as",159698,160780
"13811",4802432,4802519,"+","RVBD0132c-RVBD0133 intergenic region",160780,160867
"138111",4802432,4802519,"-","RVBD0132c-RVBD0133 intergenic region_as",160780,160867
"554",4802519,4803124,"+","RVBD0133",160867,161472
"5543",4802519,4803124,"-","RVBD0133_as",160867,161472
"139",4803124,4803421,"+","RVBD0133-RVBD0134 intergenic region",161472,161769
"1391",4803124,4803421,"-","RVBD0133-RVBD0134 intergenic region_as",161472,161769
"558",4803421,4804323,"+","RVBD0134",161769,162671
"5583",4803421,4804323,"-","RVBD0134_as",161769,162671
"562",4804294,4804899,"-","RVBD0135c",162642,163247
"5623",4804294,4804899,"+","RVBD0135c_as",162642,163247
"141",4804899,4805016,"+","RVBD0135c-RVBD0136 intergenic region",163247,163364
"14111",4804899,4805016,"-","RVBD0135c-RVBD0136 intergenic region_as",163247,163364
"566",4805016,4806341,"+","RVBD0136",163364,164689
"5663",4805016,4806341,"-","RVBD0136_as",163364,164689
"14211",4806341,4806362,"+","RVBD0136-RVBD0137c intergenic region",164689,164710
"142111",4806341,4806362,"-","RVBD0136-RVBD0137c intergenic region_as",164689,164710
"570",4806362,4806910,"-","RVBD0137c",164710,165258
"5703",4806362,4806910,"+","RVBD0137c_as",164710,165258
"143",4806910,4806973,"+","RVBD0137c-RVBD0138 intergenic region",165258,165321
"1432",4806910,4806973,"-","RVBD0137c-RVBD0138 intergenic region_as",165258,165321
"574",4806973,4807476,"+","RVBD0138",165321,165824
"5743",4806973,4807476,"-","RVBD0138_as",165321,165824
"144",4807476,4807477,"+","RVBD0138-RVBD0139 intergenic region",165824,165825
"1441",4807476,4807477,"-","RVBD0138-RVBD0139 intergenic region_as",165824,165825
"578",4807477,4808499,"+","RVBD0139",165825,166847
"5783",4807477,4808499,"-","RVBD0139_as",165825,166847
"145",4808499,4808560,"+","RVBD0139-RVBD0140 intergenic region",166847,166908
"14511",4808499,4808560,"-","RVBD0139-RVBD0140 intergenic region_as",166847,166908
"582",4808560,4808940,"+","RVBD0140",166908,167288
"5823",4808560,4808940,"-","RVBD0140_as",166908,167288
"586",4808921,4809331,"-","RVBD0141c",167269,167679
"5863",4808921,4809331,"+","RVBD0141c_as",167269,167679
"147",4809331,4809361,"+","RVBD0141c-RVBD0142 intergenic region",167679,167709
"1472",4809331,4809361,"-","RVBD0141c-RVBD0142 intergenic region_as",167679,167709
"590",4809361,4810287,"+","RVBD0142",167709,168635
"5903",4809361,4810287,"-","RVBD0142_as",167709,168635
"148",4810287,4810354,"+","RVBD0142-RVBD0143c intergenic region",168635,168702
"1488",4810287,4810354,"-","RVBD0142-RVBD0143c intergenic region_as",168635,168702
"594",4810354,4811832,"-","RVBD0143c",168702,170180
"5943",4810354,4811832,"+","RVBD0143c_as",168702,170180
"149",4811832,4811934,"+","RVBD0143c-RVBD0144 intergenic region",170180,170282
"1491",4811832,4811934,"-","RVBD0143c-RVBD0144 intergenic region_as",170180,170282
"598",4811934,4812776,"+","RVBD0144",170282,171124
"5983",4811934,4812776,"-","RVBD0144_as",170282,171124
"15011",4812776,4812865,"+","RVBD0144-RVBD0145 intergenic region",171124,171213
"150111",4812776,4812865,"-","RVBD0144-RVBD0145 intergenic region_as",171124,171213
"602",4812865,4813818,"+","RVBD0145",171213,172166
"6021",4812865,4813818,"-","RVBD0145_as",171213,172166
"151",4813818,4813861,"+","RVBD0145-RVBD0146 intergenic region",172166,172209
"1512",4813818,4813861,"-","RVBD0145-RVBD0146 intergenic region_as",172166,172209
"606",4813861,4814793,"+","RVBD0146",172209,173141
"6063",4813861,4814793,"-","RVBD0146_as",172209,173141
"152",4814793,4814888,"+","RVBD0146-RVBD0147 intergenic region",173141,173236
"1521",4814793,4814888,"-","RVBD0146-RVBD0147 intergenic region_as",173141,173236
"610",4814888,4816408,"+","RVBD0147",173236,174756
"6101",4814888,4816408,"-","RVBD0147_as",173236,174756
"153",4816408,4816483,"+","RVBD0147-RVBD0148 intergenic region",174756,174831
"1537",4816408,4816483,"-","RVBD0147-RVBD0148 intergenic region_as",174756,174831
"614",4816483,4817343,"+","RVBD0148",174831,175691
"6141",4816483,4817343,"-","RVBD0148_as",174831,175691
"15411",4817343,4817350,"+","RVBD0148-RVBD0149 intergenic region",175691,175698
"154111",4817343,4817350,"-","RVBD0148-RVBD0149 intergenic region_as",175691,175698
"618",4817350,4818318,"+","RVBD0149",175698,176666
"6183",4817350,4818318,"-","RVBD0149_as",175698,176666
"622",4818315,4818602,"-","RVBD0150c",176663,176950
"6223",4818315,4818602,"+","RVBD0150c_as",176663,176950
"156",4818602,4819193,"+","RVBD0150c-RVBD0151c intergenic region",176950,177541
"1563",4818602,4819193,"-","RVBD0150c-RVBD0151c intergenic region_as",176950,177541
"626",4819193,4820959,"-","RVBD0151c",177541,179307
"6263",4819193,4820959,"+","RVBD0151c_as",177541,179307
"157",4820959,4820969,"+","RVBD0151c-RVBD0152c intergenic region",179307,179317
"1571",4820959,4820969,"-","RVBD0151c-RVBD0152c intergenic region_as",179307,179317
"630",4820969,4822546,"-","RVBD0152c",179317,180894
"6301",4820969,4822546,"+","RVBD0152c_as",179317,180894
"15811",4822546,4822805,"+","RVBD0152c-RVBD0153c intergenic region",180894,181153
"158111",4822546,4822805,"-","RVBD0152c-RVBD0153c intergenic region_as",180894,181153
"634",4822805,4823635,"-","RVBD0153c",181153,181983
"6341",4822805,4823635,"+","RVBD0153c_as",181153,181983
"159",4823635,4823637,"+","RVBD0153c-RVBD0154c intergenic region",181983,181985
"1593",4823635,4823637,"-","RVBD0153c-RVBD0154c intergenic region_as",181983,181985
"638",4823637,4824848,"-","RVBD0154c",181985,183196
"6381",4823637,4824848,"+","RVBD0154c_as",181985,183196
"160",4824848,4825272,"+","RVBD0154c-RVBD0155 intergenic region",183196,183620
"1609",4824848,4825272,"-","RVBD0154c-RVBD0155 intergenic region_as",183196,183620
"642",4825272,4826372,"+","RVBD0155",183620,184720
"6423",4825272,4826372,"-","RVBD0155_as",183620,184720
"161",4826372,4826373,"+","RVBD0155-RVBD0156 intergenic region",184720,184721
"1613",4826372,4826373,"-","RVBD0155-RVBD0156 intergenic region_as",184720,184721
"646",4826373,4826705,"+","RVBD0156",184721,185053
"6463",4826373,4826705,"-","RVBD0156_as",184721,185053
"650",4826702,4828129,"+","RVBD0157",185050,186477
"6501",4826702,4828129,"-","RVBD0157_as",185050,186477
"163",4828129,4828145,"+","RVBD0157-RVBD0157A intergenic region",186477,186493
"16311",4828129,4828145,"-","RVBD0157-RVBD0157A intergenic region_as",186477,186493
"654",4828145,4828273,"-","RVBD0157A",186493,186621
"6543",4828145,4828273,"+","RVBD0157A_as",186493,186621
"164",4828273,4828435,"+","RVBD0157A-RVBD0158 intergenic region",186621,186783
"1644",4828273,4828435,"-","RVBD0157A-RVBD0158 intergenic region_as",186621,186783
"658",4828435,4829079,"+","RVBD0158",186783,187427
"6583",4828435,4829079,"-","RVBD0158_as",186783,187427
"165",4829079,4829083,"+","RVBD0158-RVBD0159c intergenic region",187427,187431
"1659",4829079,4829083,"-","RVBD0158-RVBD0159c intergenic region_as",187427,187431
"662",4829083,4830489,"-","RVBD0159c",187431,188837
"6623",4829083,4830489,"+","RVBD0159c_as",187431,188837
"16610",4830489,4830581,"+","RVBD0159c-RVBD0160c intergenic region",188837,188929
"166101",4830489,4830581,"-","RVBD0159c-RVBD0160c intergenic region_as",188837,188929
"666",4830581,4832089,"-","RVBD0160c",188929,190437
"6663",4830581,4832089,"+","RVBD0160c_as",188929,190437
"167",4832089,4832257,"+","RVBD0160c-RVBD0161 intergenic region",190437,190605
"1679",4832089,4832257,"-","RVBD0160c-RVBD0161 intergenic region_as",190437,190605
"670",4832257,4833606,"+","RVBD0161",190605,191954
"6703",4832257,4833606,"-","RVBD0161_as",190605,191954
"168",4833606,4833634,"+","RVBD0161-RVBD0162c intergenic region",191954,191982
"1687",4833606,4833634,"-","RVBD0161-RVBD0162c intergenic region_as",191954,191982
"674",4833634,4834785,"-","RVBD0162c",191982,193133
"6743",4833634,4834785,"+","RVBD0162c_as",191982,193133
"678",4834767,4835222,"+","RVBD0163",193115,193570
"6783",4834767,4835222,"-","RVBD0163_as",193115,193570
"17010",4835222,4835276,"+","RVBD0163-RVBD0164 intergenic region",193570,193624
"170101",4835222,4835276,"-","RVBD0163-RVBD0164 intergenic region_as",193570,193624
"682",4835276,4835761,"+","RVBD0164",193624,194109
"6823",4835276,4835761,"-","RVBD0164_as",193624,194109
"171",4835761,4835794,"+","RVBD0164-RVBD0165c intergenic region",194109,194142
"1713",4835761,4835794,"-","RVBD0164-RVBD0165c intergenic region_as",194109,194142
"686",4835794,4836465,"-","RVBD0165c",194142,194813
"6863",4835794,4836465,"+","RVBD0165c_as",194142,194813
"172",4836465,4836643,"+","RVBD0165c-RVBD0166 intergenic region",194813,194991
"1728",4836465,4836643,"-","RVBD0165c-RVBD0166 intergenic region_as",194813,194991
"690",4836643,4838307,"+","RVBD0166",194991,196655
"6901",4836643,4838307,"-","RVBD0166_as",194991,196655
"173",4838307,4838511,"+","RVBD0166-RVBD0167 intergenic region",196655,196859
"1737",4838307,4838511,"-","RVBD0166-RVBD0167 intergenic region_as",196655,196859
"694",4838511,4839308,"+","RVBD0167",196859,197656
"6941",4838511,4839308,"-","RVBD0167_as",196859,197656
"17410",4839308,4839310,"+","RVBD0167-RVBD0168 intergenic region",197656,197658
"174101",4839308,4839310,"-","RVBD0167-RVBD0168 intergenic region_as",197656,197658
"698",4839310,4840179,"+","RVBD0168",197658,198527
"6983",4839310,4840179,"-","RVBD0168_as",197658,198527
"175",4840179,4840184,"+","RVBD0168-RVBD0169 intergenic region",198527,198532
"1752",4840179,4840184,"-","RVBD0168-RVBD0169 intergenic region_as",198527,198532
"702",4840184,4841548,"+","RVBD0169",198532,199896
"7023",4840184,4841548,"-","RVBD0169_as",198532,199896
"706",4841545,4842585,"+","RVBD0170",199893,200933
"7063",4841545,4842585,"-","RVBD0170_as",199893,200933
"710",4842582,4844129,"+","RVBD0171",200930,202477
"7103",4842582,4844129,"-","RVBD0171_as",200930,202477
"714",4844126,4845718,"+","RVBD0172",202474,204066
"7143",4844126,4845718,"-","RVBD0172_as",202474,204066
"718",4845715,4846887,"+","RVBD0173",204063,205235
"7183",4845715,4846887,"-","RVBD0173_as",204063,205235
"722",4846881,4848428,"+","RVBD0174",205229,206776
"7221",4846881,4848428,"-","RVBD0174_as",205229,206776
"181",4848428,4848464,"+","RVBD0174-RVBD0175 intergenic region",206776,206812
"1812",4848428,4848464,"-","RVBD0174-RVBD0175 intergenic region_as",206776,206812
"726",4848464,4849105,"+","RVBD0175",206812,207453
"7263",4848464,4849105,"-","RVBD0175_as",206812,207453
"730",4849102,4850070,"+","RVBD0176",207450,208418
"7303",4849102,4850070,"-","RVBD0176_as",207450,208418
"734",4850067,4850621,"+","RVBD0177",208415,208969
"7343",4850067,4850621,"-","RVBD0177_as",208415,208969
"738",4850588,4851322,"+","RVBD0178",208936,209670
"7383",4850588,4851322,"-","RVBD0178_as",208936,209670
"185",4851322,4851353,"+","RVBD0178-RVBD0179c intergenic region",209670,209701
"18510",4851322,4851353,"-","RVBD0178-RVBD0179c intergenic region_as",209670,209701
"742",4851353,4852462,"-","RVBD0179c",209701,210810
"7423",4851353,4852462,"+","RVBD0179c_as",209701,210810
"18610",4852462,4852542,"+","RVBD0179c-RVBD0180c intergenic region",210810,210890
"186101",4852462,4852542,"-","RVBD0179c-RVBD0180c intergenic region_as",210810,210890
"746",4852542,4853900,"-","RVBD0180c",210890,212248
"7463",4852542,4853900,"+","RVBD0180c_as",210890,212248
"187",4853900,4853927,"+","RVBD0180c-RVBD0181c intergenic region",212248,212275
"18710",4853900,4853927,"-","RVBD0180c-RVBD0181c intergenic region_as",212248,212275
"750",4853927,4854661,"-","RVBD0181c",212275,213009
"7503",4853927,4854661,"+","RVBD0181c_as",212275,213009
"188",4854661,4854678,"+","RVBD0181c-RVBD0182c intergenic region",213009,213026
"1887",4854661,4854678,"-","RVBD0181c-RVBD0182c intergenic region_as",213009,213026
"754",4854678,4855790,"-","RVBD0182c",213026,214138
"7541",4854678,4855790,"+","RVBD0182c_as",213026,214138
"758",4855738,4856577,"+","RVBD0183",214086,214925
"7581",4855738,4856577,"-","RVBD0183_as",214086,214925
"19010",4856577,4856619,"+","RVBD0183-RVBD0184 intergenic region",214925,214967
"190101",4856577,4856619,"-","RVBD0183-RVBD0184 intergenic region_as",214925,214967
"762",4856619,4857368,"+","RVBD0184",214967,215716
"7623",4856619,4857368,"-","RVBD0184_as",214967,215716
"766",4857365,4857874,"+","RVBD0185",215713,216222
"7663",4857365,4857874,"-","RVBD0185_as",215713,216222
"192",4857874,4857919,"+","RVBD0185-RVBD0186 intergenic region",216222,216267
"1928",4857874,4857919,"-","RVBD0185-RVBD0186 intergenic region_as",216222,216267
"770",4857919,4859994,"+","RVBD0186",216267,218342
"7703",4857919,4859994,"-","RVBD0186_as",216267,218342
"193",4859994,4860040,"+","RVBD0186-RVBD0186Ac intergenic region",218342,218388
"19310",4859994,4860040,"-","RVBD0186-RVBD0186Ac intergenic region_as",218342,218388
"774",4860040,4860201,"-","RVBD0186Ac",218388,218549
