"","start","end","strand","seqnames","unique_row_ID"
"312",4811602,4812152,"+","H37Rv",621
"8333",4811602,4812152,"-","H37Rv",622
"313",4812152,4812702,"+","H37Rv",623
"8334",4812152,4812702,"-","H37Rv",624
"314",4812702,4813252,"+","H37Rv",625
"8335",4812702,4813252,"-","H37Rv",626
"315",4813252,4813802,"+","H37Rv",627
"8336",4813252,4813802,"-","H37Rv",628
"316",4813802,4814352,"+","H37Rv",629
"8337",4813802,4814352,"-","H37Rv",630
"317",4814352,4814902,"+","H37Rv",631
"8338",4814352,4814902,"-","H37Rv",632
"318",4814902,4815452,"+","H37Rv",633
"8339",4814902,4815452,"-","H37Rv",634
"319",4815452,4816002,"+","H37Rv",635
"8340",4815452,4816002,"-","H37Rv",636
"320",4816002,4816552,"+","H37Rv",637
"8341",4816002,4816552,"-","H37Rv",638
"321",4816552,4817102,"+","H37Rv",639
"8342",4816552,4817102,"-","H37Rv",640
"322",4817102,4817652,"+","H37Rv",641
"8343",4817102,4817652,"-","H37Rv",642
"323",4817652,4818202,"+","H37Rv",643
"8344",4817652,4818202,"-","H37Rv",644
"324",4818202,4818752,"+","H37Rv",645
"8345",4818202,4818752,"-","H37Rv",646
"325",4818752,4819302,"+","H37Rv",647
"8346",4818752,4819302,"-","H37Rv",648
"326",4819302,4819852,"+","H37Rv",649
"8347",4819302,4819852,"-","H37Rv",650
"327",4819852,4820402,"+","H37Rv",651
"8348",4819852,4820402,"-","H37Rv",652
"328",4820402,4820952,"+","H37Rv",653
"8349",4820402,4820952,"-","H37Rv",654
"329",4820952,4821502,"+","H37Rv",655
"8350",4820952,4821502,"-","H37Rv",656
"330",4821502,4822052,"+","H37Rv",657
"8351",4821502,4822052,"-","H37Rv",658
"331",4822052,4822602,"+","H37Rv",659
"8352",4822052,4822602,"-","H37Rv",660
"332",4822602,4823152,"+","H37Rv",661
"8353",4822602,4823152,"-","H37Rv",662
"333",4823152,4823702,"+","H37Rv",663
"8354",4823152,4823702,"-","H37Rv",664
"334",4823702,4824252,"+","H37Rv",665
"8355",4823702,4824252,"-","H37Rv",666
"335",4824252,4824802,"+","H37Rv",667
"8356",4824252,4824802,"-","H37Rv",668
"336",4824802,4825352,"+","H37Rv",669
"8357",4824802,4825352,"-","H37Rv",670
"337",4825352,4825902,"+","H37Rv",671
"8358",4825352,4825902,"-","H37Rv",672
"338",4825902,4826452,"+","H37Rv",673
"8359",4825902,4826452,"-","H37Rv",674
"339",4826452,4827002,"+","H37Rv",675
"8360",4826452,4827002,"-","H37Rv",676
"340",4827002,4827552,"+","H37Rv",677
"8361",4827002,4827552,"-","H37Rv",678
"341",4827552,4828102,"+","H37Rv",679
"8362",4827552,4828102,"-","H37Rv",680
"342",4828102,4828652,"+","H37Rv",681
"8363",4828102,4828652,"-","H37Rv",682
"343",4828652,4829202,"+","H37Rv",683
"8364",4828652,4829202,"-","H37Rv",684
"344",4829202,4829752,"+","H37Rv",685
"8365",4829202,4829752,"-","H37Rv",686
"345",4829752,4830302,"+","H37Rv",687
"8366",4829752,4830302,"-","H37Rv",688
"346",4830302,4830852,"+","H37Rv",689
"8367",4830302,4830852,"-","H37Rv",690
"347",4830852,4831402,"+","H37Rv",691
"8368",4830852,4831402,"-","H37Rv",692
"348",4831402,4831952,"+","H37Rv",693
"8369",4831402,4831952,"-","H37Rv",694
"349",4831952,4832502,"+","H37Rv",695
"8370",4831952,4832502,"-","H37Rv",696
"350",4832502,4833052,"+","H37Rv",697
"8371",4832502,4833052,"-","H37Rv",698
"351",4833052,4833602,"+","H37Rv",699
"8372",4833052,4833602,"-","H37Rv",700
"352",4833602,4834152,"+","H37Rv",701
"8373",4833602,4834152,"-","H37Rv",702
"353",4834152,4834702,"+","H37Rv",703
"8374",4834152,4834702,"-","H37Rv",704
"354",4834702,4835252,"+","H37Rv",705
"8375",4834702,4835252,"-","H37Rv",706
"355",4835252,4835802,"+","H37Rv",707
"8376",4835252,4835802,"-","H37Rv",708
"356",4835802,4836352,"+","H37Rv",709
"8377",4835802,4836352,"-","H37Rv",710
"357",4836352,4836902,"+","H37Rv",711
"8378",4836352,4836902,"-","H37Rv",712
"358",4836902,4837452,"+","H37Rv",713
"8379",4836902,4837452,"-","H37Rv",714
"359",4837452,4838002,"+","H37Rv",715
"8380",4837452,4838002,"-","H37Rv",716
"360",4838002,4838552,"+","H37Rv",717
"8381",4838002,4838552,"-","H37Rv",718
"361",4838552,4839102,"+","H37Rv",719
"8382",4838552,4839102,"-","H37Rv",720
"362",4839102,4839652,"+","H37Rv",721
"8383",4839102,4839652,"-","H37Rv",722
"363",4839652,4840202,"+","H37Rv",723
"8384",4839652,4840202,"-","H37Rv",724
"364",4840202,4840752,"+","H37Rv",725
"8385",4840202,4840752,"-","H37Rv",726
"365",4840752,4841302,"+","H37Rv",727
"8386",4840752,4841302,"-","H37Rv",728
"366",4841302,4841852,"+","H37Rv",729
"8387",4841302,4841852,"-","H37Rv",730
"367",4841852,4842402,"+","H37Rv",731
"8388",4841852,4842402,"-","H37Rv",732
"368",4842402,4842952,"+","H37Rv",733
"8389",4842402,4842952,"-","H37Rv",734
"369",4842952,4843502,"+","H37Rv",735
"8390",4842952,4843502,"-","H37Rv",736
"370",4843502,4844052,"+","H37Rv",737
"8391",4843502,4844052,"-","H37Rv",738
"371",4844052,4844602,"+","H37Rv",739
"8392",4844052,4844602,"-","H37Rv",740
"372",4844602,4845152,"+","H37Rv",741
"8393",4844602,4845152,"-","H37Rv",742
"373",4845152,4845702,"+","H37Rv",743
"8394",4845152,4845702,"-","H37Rv",744
"374",4845702,4846252,"+","H37Rv",745
"8395",4845702,4846252,"-","H37Rv",746
"375",4846252,4846802,"+","H37Rv",747
"8396",4846252,4846802,"-","H37Rv",748
"376",4846802,4847352,"+","H37Rv",749
"8397",4846802,4847352,"-","H37Rv",750
"377",4847352,4847902,"+","H37Rv",751
"8398",4847352,4847902,"-","H37Rv",752
"378",4847902,4848452,"+","H37Rv",753
"8399",4847902,4848452,"-","H37Rv",754
"379",4848452,4849002,"+","H37Rv",755
"8400",4848452,4849002,"-","H37Rv",756
"380",4849002,4849552,"+","H37Rv",757
"8401",4849002,4849552,"-","H37Rv",758
"381",4849552,4850102,"+","H37Rv",759
"8402",4849552,4850102,"-","H37Rv",760
"382",4850102,4850652,"+","H37Rv",761
"8403",4850102,4850652,"-","H37Rv",762
"383",4850652,4851202,"+","H37Rv",763
"8404",4850652,4851202,"-","H37Rv",764
"384",4851202,4851752,"+","H37Rv",765
"8405",4851202,4851752,"-","H37Rv",766
"385",4851752,4852302,"+","H37Rv",767
"8406",4851752,4852302,"-","H37Rv",768
"386",4852302,4852852,"+","H37Rv",769
"8407",4852302,4852852,"-","H37Rv",770
"387",4852852,4853402,"+","H37Rv",771
"8408",4852852,4853402,"-","H37Rv",772
"388",4853402,4853952,"+","H37Rv",773
"8409",4853402,4853952,"-","H37Rv",774
"389",4853952,4854502,"+","H37Rv",775
"8410",4853952,4854502,"-","H37Rv",776
"390",4854502,4855052,"+","H37Rv",777
"8411",4854502,4855052,"-","H37Rv",778
"391",4855052,4855602,"+","H37Rv",779
"8412",4855052,4855602,"-","H37Rv",780
"392",4855602,4856152,"+","H37Rv",781
"8413",4855602,4856152,"-","H37Rv",782
"393",4856152,4856702,"+","H37Rv",783
"8414",4856152,4856702,"-","H37Rv",784
"394",4856702,4857252,"+","H37Rv",785
"8415",4856702,4857252,"-","H37Rv",786
"395",4857252,4857802,"+","H37Rv",787
"8416",4857252,4857802,"-","H37Rv",788
"396",4857802,4858352,"+","H37Rv",789
"8417",4857802,4858352,"-","H37Rv",790
"397",4858352,4858902,"+","H37Rv",791
"8418",4858352,4858902,"-","H37Rv",792
"398",4858902,4859452,"+","H37Rv",793
"8419",4858902,4859452,"-","H37Rv",794
"399",4859452,4860002,"+","H37Rv",795
"8420",4859452,4860002,"-","H37Rv",796
"400",4860002,4860552,"+","H37Rv",797
"8421",4860002,4860552,"-","H37Rv",798
"401",4860552,4861102,"+","H37Rv",799
"8422",4860552,4861102,"-","H37Rv",800
"402",4861102,4861652,"+","H37Rv",801
"8423",4861102,4861652,"-","H37Rv",802
"403",4861652,4862202,"+","H37Rv",803
"8424",4861652,4862202,"-","H37Rv",804
"404",4862202,4862752,"+","H37Rv",805
"8425",4862202,4862752,"-","H37Rv",806
"405",4862752,4863302,"+","H37Rv",807
"8426",4862752,4863302,"-","H37Rv",808
"406",4863302,4863852,"+","H37Rv",809
"8427",4863302,4863852,"-","H37Rv",810
"407",4863852,4864402,"+","H37Rv",811
"8428",4863852,4864402,"-","H37Rv",812
"408",4864402,4864952,"+","H37Rv",813
"8429",4864402,4864952,"-","H37Rv",814
"409",4864952,4865502,"+","H37Rv",815
"8430",4864952,4865502,"-","H37Rv",816
"410",4865502,4866052,"+","H37Rv",817
"8431",4865502,4866052,"-","H37Rv",818
"411",4866052,4866602,"+","H37Rv",819
"8432",4866052,4866602,"-","H37Rv",820
"412",4866602,4867152,"+","H37Rv",821
"8433",4866602,4867152,"-","H37Rv",822
"413",4867152,4867702,"+","H37Rv",823
"8434",4867152,4867702,"-","H37Rv",824
"414",4867702,4868252,"+","H37Rv",825
"8435",4867702,4868252,"-","H37Rv",826
"415",4868252,4868802,"+","H37Rv",827
"8436",4868252,4868802,"-","H37Rv",828
"416",4868802,4869352,"+","H37Rv",829
"8437",4868802,4869352,"-","H37Rv",830
"417",4869352,4869902,"+","H37Rv",831
"8438",4869352,4869902,"-","H37Rv",832
"418",4869902,4870452,"+","H37Rv",833
"8439",4869902,4870452,"-","H37Rv",834
"419",4870452,4871002,"+","H37Rv",835
"8440",4870452,4871002,"-","H37Rv",836
"420",4871002,4871552,"+","H37Rv",837
"8441",4871002,4871552,"-","H37Rv",838
"421",4871552,4872102,"+","H37Rv",839
"8442",4871552,4872102,"-","H37Rv",840
"422",4872102,4872652,"+","H37Rv",841
"8443",4872102,4872652,"-","H37Rv",842
"423",4872652,4873202,"+","H37Rv",843
"8444",4872652,4873202,"-","H37Rv",844
"424",4873202,4873752,"+","H37Rv",845
"8445",4873202,4873752,"-","H37Rv",846
"425",4873752,4874302,"+","H37Rv",847
"8446",4873752,4874302,"-","H37Rv",848
"426",4874302,4874852,"+","H37Rv",849
"8447",4874302,4874852,"-","H37Rv",850
"427",4874852,4875402,"+","H37Rv",851
"8448",4874852,4875402,"-","H37Rv",852
"428",4875402,4875952,"+","H37Rv",853
"8449",4875402,4875952,"-","H37Rv",854
"429",4875952,4876502,"+","H37Rv",855
"8450",4875952,4876502,"-","H37Rv",856
"430",4876502,4877052,"+","H37Rv",857
"8451",4876502,4877052,"-","H37Rv",858
"431",4877052,4877602,"+","H37Rv",859
"8452",4877052,4877602,"-","H37Rv",860
"432",4877602,4878152,"+","H37Rv",861
"8453",4877602,4878152,"-","H37Rv",862
"433",4878152,4878702,"+","H37Rv",863
"8454",4878152,4878702,"-","H37Rv",864
"434",4878702,4879252,"+","H37Rv",865
"8455",4878702,4879252,"-","H37Rv",866
"435",4879252,4879802,"+","H37Rv",867
"8456",4879252,4879802,"-","H37Rv",868
"436",4879802,4880352,"+","H37Rv",869
"8457",4879802,4880352,"-","H37Rv",870
"437",4880352,4880902,"+","H37Rv",871
"8458",4880352,4880902,"-","H37Rv",872
"438",4880902,4881452,"+","H37Rv",873
"8459",4880902,4881452,"-","H37Rv",874
"439",4881452,4882002,"+","H37Rv",875
"8460",4881452,4882002,"-","H37Rv",876
"440",4882002,4882552,"+","H37Rv",877
"8461",4882002,4882552,"-","H37Rv",878
"441",4882552,4883102,"+","H37Rv",879
"8462",4882552,4883102,"-","H37Rv",880
"442",4883102,4883652,"+","H37Rv",881
"8463",4883102,4883652,"-","H37Rv",882
"443",4883652,4884202,"+","H37Rv",883
"8464",4883652,4884202,"-","H37Rv",884
"444",4884202,4884752,"+","H37Rv",885
"8465",4884202,4884752,"-","H37Rv",886
"445",4884752,4885302,"+","H37Rv",887
"8466",4884752,4885302,"-","H37Rv",888
"446",4885302,4885852,"+","H37Rv",889
"8467",4885302,4885852,"-","H37Rv",890
"447",4885852,4886402,"+","H37Rv",891
"8468",4885852,4886402,"-","H37Rv",892
"448",4886402,4886952,"+","H37Rv",893
"8469",4886402,4886952,"-","H37Rv",894
"449",4886952,4887502,"+","H37Rv",895
"8470",4886952,4887502,"-","H37Rv",896
"450",4887502,4888052,"+","H37Rv",897
"8471",4887502,4888052,"-","H37Rv",898
"451",4888052,4888602,"+","H37Rv",899
"8472",4888052,4888602,"-","H37Rv",900
"452",4888602,4889152,"+","H37Rv",901
"8473",4888602,4889152,"-","H37Rv",902
"453",4889152,4889702,"+","H37Rv",903
"8474",4889152,4889702,"-","H37Rv",904
"454",4889702,4890252,"+","H37Rv",905
"8475",4889702,4890252,"-","H37Rv",906
"455",4890252,4890802,"+","H37Rv",907
"8476",4890252,4890802,"-","H37Rv",908
"456",4890802,4891352,"+","H37Rv",909
"8477",4890802,4891352,"-","H37Rv",910
"457",4891352,4891902,"+","H37Rv",911
"8478",4891352,4891902,"-","H37Rv",912
"458",4891902,4892452,"+","H37Rv",913
"8479",4891902,4892452,"-","H37Rv",914
"459",4892452,4893002,"+","H37Rv",915
"8480",4892452,4893002,"-","H37Rv",916
"460",4893002,4893552,"+","H37Rv",917
"8481",4893002,4893552,"-","H37Rv",918
"461",4893552,4894102,"+","H37Rv",919
"8482",4893552,4894102,"-","H37Rv",920
"462",4894102,4894652,"+","H37Rv",921
"8483",4894102,4894652,"-","H37Rv",922
"463",4894652,4895202,"+","H37Rv",923
"8484",4894652,4895202,"-","H37Rv",924
"464",4895202,4895752,"+","H37Rv",925
"8485",4895202,4895752,"-","H37Rv",926
"465",4895752,4896302,"+","H37Rv",927
"8486",4895752,4896302,"-","H37Rv",928
"466",4896302,4896852,"+","H37Rv",929
"8487",4896302,4896852,"-","H37Rv",930
"467",4896852,4897402,"+","H37Rv",931
"8488",4896852,4897402,"-","H37Rv",932
"468",4897402,4897952,"+","H37Rv",933
"8489",4897402,4897952,"-","H37Rv",934
"469",4897952,4898502,"+","H37Rv",935
"8490",4897952,4898502,"-","H37Rv",936
"470",4898502,4899052,"+","H37Rv",937
"8491",4898502,4899052,"-","H37Rv",938
"471",4899052,4899602,"+","H37Rv",939
"8492",4899052,4899602,"-","H37Rv",940
"472",4899602,4900152,"+","H37Rv",941
"8493",4899602,4900152,"-","H37Rv",942
"473",4900152,4900702,"+","H37Rv",943
"8494",4900152,4900702,"-","H37Rv",944
"474",4900702,4901252,"+","H37Rv",945
"8495",4900702,4901252,"-","H37Rv",946
"475",4901252,4901802,"+","H37Rv",947
"8496",4901252,4901802,"-","H37Rv",948
"476",4901802,4902352,"+","H37Rv",949
"8497",4901802,4902352,"-","H37Rv",950
"477",4902352,4902902,"+","H37Rv",951
"8498",4902352,4902902,"-","H37Rv",952
"478",4902902,4903452,"+","H37Rv",953
"8499",4902902,4903452,"-","H37Rv",954
"479",4903452,4904002,"+","H37Rv",955
"8500",4903452,4904002,"-","H37Rv",956
"480",4904002,4904552,"+","H37Rv",957
"8501",4904002,4904552,"-","H37Rv",958
"481",4904552,4905102,"+","H37Rv",959
"8502",4904552,4905102,"-","H37Rv",960
"482",4905102,4905652,"+","H37Rv",961
"8503",4905102,4905652,"-","H37Rv",962
"483",4905652,4906202,"+","H37Rv",963
"8504",4905652,4906202,"-","H37Rv",964
"484",4906202,4906752,"+","H37Rv",965
"8505",4906202,4906752,"-","H37Rv",966
"485",4906752,4907302,"+","H37Rv",967
"8506",4906752,4907302,"-","H37Rv",968
"486",4907302,4907852,"+","H37Rv",969
"8507",4907302,4907852,"-","H37Rv",970
"487",4907852,4908402,"+","H37Rv",971
"8508",4907852,4908402,"-","H37Rv",972
"488",4908402,4908952,"+","H37Rv",973
"8509",4908402,4908952,"-","H37Rv",974
"489",4908952,4909502,"+","H37Rv",975
"8510",4908952,4909502,"-","H37Rv",976
"490",4909502,4910052,"+","H37Rv",977
"8511",4909502,4910052,"-","H37Rv",978
"491",4910052,4910602,"+","H37Rv",979
"8512",4910052,4910602,"-","H37Rv",980
"492",4910602,4911152,"+","H37Rv",981
"8513",4910602,4911152,"-","H37Rv",982
"493",4911152,4911702,"+","H37Rv",983
"8514",4911152,4911702,"-","H37Rv",984
"494",4911702,4912252,"+","H37Rv",985
"8515",4911702,4912252,"-","H37Rv",986
"495",4912252,4912802,"+","H37Rv",987
"8516",4912252,4912802,"-","H37Rv",988
"496",4912802,4913352,"+","H37Rv",989
"8517",4912802,4913352,"-","H37Rv",990
"497",4913352,4913902,"+","H37Rv",991
"8518",4913352,4913902,"-","H37Rv",992
"498",4913902,4914452,"+","H37Rv",993
"8519",4913902,4914452,"-","H37Rv",994
"499",4914452,4915002,"+","H37Rv",995
"8520",4914452,4915002,"-","H37Rv",996
"500",4915002,4915552,"+","H37Rv",997
"8521",4915002,4915552,"-","H37Rv",998
"501",4915552,4916102,"+","H37Rv",999
"8522",4915552,4916102,"-","H37Rv",1000
"502",4916102,4916652,"+","H37Rv",1001
"8523",4916102,4916652,"-","H37Rv",1002
"503",4916652,4917202,"+","H37Rv",1003
"8524",4916652,4917202,"-","H37Rv",1004
"504",4917202,4917752,"+","H37Rv",1005
"8525",4917202,4917752,"-","H37Rv",1006
"505",4917752,4918302,"+","H37Rv",1007
"8526",4917752,4918302,"-","H37Rv",1008
"506",4918302,4918852,"+","H37Rv",1009
"8527",4918302,4918852,"-","H37Rv",1010
"507",4918852,4919402,"+","H37Rv",1011
"8528",4918852,4919402,"-","H37Rv",1012
"508",4919402,4919952,"+","H37Rv",1013
"8529",4919402,4919952,"-","H37Rv",1014
"509",4919952,4920502,"+","H37Rv",1015
"8530",4919952,4920502,"-","H37Rv",1016
"510",4920502,4921052,"+","H37Rv",1017
"8531",4920502,4921052,"-","H37Rv",1018
"511",4921052,4921602,"+","H37Rv",1019
"8532",4921052,4921602,"-","H37Rv",1020
"512",4921602,4922152,"+","H37Rv",1021
"8533",4921602,4922152,"-","H37Rv",1022
"513",4922152,4922702,"+","H37Rv",1023
"8534",4922152,4922702,"-","H37Rv",1024
"514",4922702,4923252,"+","H37Rv",1025
"8535",4922702,4923252,"-","H37Rv",1026
"515",4923252,4923802,"+","H37Rv",1027
"8536",4923252,4923802,"-","H37Rv",1028
"516",4923802,4924352,"+","H37Rv",1029
"8537",4923802,4924352,"-","H37Rv",1030
"517",4924352,4924902,"+","H37Rv",1031
"8538",4924352,4924902,"-","H37Rv",1032
"518",4924902,4925452,"+","H37Rv",1033
"8539",4924902,4925452,"-","H37Rv",1034
"519",4925452,4926002,"+","H37Rv",1035
"8540",4925452,4926002,"-","H37Rv",1036
"520",4926002,4926552,"+","H37Rv",1037
"8541",4926002,4926552,"-","H37Rv",1038
"521",4926552,4927102,"+","H37Rv",1039
"8542",4926552,4927102,"-","H37Rv",1040
"522",4927102,4927652,"+","H37Rv",1041
"8543",4927102,4927652,"-","H37Rv",1042
"523",4927652,4928202,"+","H37Rv",1043
"8544",4927652,4928202,"-","H37Rv",1044
"524",4928202,4928752,"+","H37Rv",1045
"8545",4928202,4928752,"-","H37Rv",1046
"525",4928752,4929302,"+","H37Rv",1047
"8546",4928752,4929302,"-","H37Rv",1048
"526",4929302,4929852,"+","H37Rv",1049
"8547",4929302,4929852,"-","H37Rv",1050
"527",4929852,4930402,"+","H37Rv",1051
"8548",4929852,4930402,"-","H37Rv",1052
"528",4930402,4930952,"+","H37Rv",1053
"8549",4930402,4930952,"-","H37Rv",1054
"529",4930952,4931502,"+","H37Rv",1055
"8550",4930952,4931502,"-","H37Rv",1056
"530",4931502,4932052,"+","H37Rv",1057
"8551",4931502,4932052,"-","H37Rv",1058
"531",4932052,4932602,"+","H37Rv",1059
"8552",4932052,4932602,"-","H37Rv",1060
"532",4932602,4933152,"+","H37Rv",1061
"8553",4932602,4933152,"-","H37Rv",1062
"533",4933152,4933702,"+","H37Rv",1063
"8554",4933152,4933702,"-","H37Rv",1064
"534",4933702,4934252,"+","H37Rv",1065
"8555",4933702,4934252,"-","H37Rv",1066
"535",4934252,4934802,"+","H37Rv",1067
"8556",4934252,4934802,"-","H37Rv",1068
"536",4934802,4935352,"+","H37Rv",1069
"8557",4934802,4935352,"-","H37Rv",1070
"537",4935352,4935902,"+","H37Rv",1071
"8558",4935352,4935902,"-","H37Rv",1072
"538",4935902,4936452,"+","H37Rv",1073
"8559",4935902,4936452,"-","H37Rv",1074
"539",4936452,4937002,"+","H37Rv",1075
"8560",4936452,4937002,"-","H37Rv",1076
"540",4937002,4937552,"+","H37Rv",1077
"8561",4937002,4937552,"-","H37Rv",1078
"541",4937552,4938102,"+","H37Rv",1079
"8562",4937552,4938102,"-","H37Rv",1080
"542",4938102,4938652,"+","H37Rv",1081
"8563",4938102,4938652,"-","H37Rv",1082
"543",4938652,4939202,"+","H37Rv",1083
"8564",4938652,4939202,"-","H37Rv",1084
"544",4939202,4939752,"+","H37Rv",1085
"8565",4939202,4939752,"-","H37Rv",1086
"545",4939752,4940302,"+","H37Rv",1087
"8566",4939752,4940302,"-","H37Rv",1088
"546",4940302,4940852,"+","H37Rv",1089
"8567",4940302,4940852,"-","H37Rv",1090
"547",4940852,4941402,"+","H37Rv",1091
"8568",4940852,4941402,"-","H37Rv",1092
"548",4941402,4941952,"+","H37Rv",1093
"8569",4941402,4941952,"-","H37Rv",1094
"549",4941952,4942502,"+","H37Rv",1095
"8570",4941952,4942502,"-","H37Rv",1096
"550",4942502,4943052,"+","H37Rv",1097
"8571",4942502,4943052,"-","H37Rv",1098
"551",4943052,4943602,"+","H37Rv",1099
"8572",4943052,4943602,"-","H37Rv",1100
"552",4943602,4944152,"+","H37Rv",1101
"8573",4943602,4944152,"-","H37Rv",1102
"553",4944152,4944702,"+","H37Rv",1103
"8574",4944152,4944702,"-","H37Rv",1104
"554",4944702,4945252,"+","H37Rv",1105
"8575",4944702,4945252,"-","H37Rv",1106
"555",4945252,4945802,"+","H37Rv",1107
"8576",4945252,4945802,"-","H37Rv",1108
"556",4945802,4946352,"+","H37Rv",1109
"8577",4945802,4946352,"-","H37Rv",1110
"557",4946352,4946902,"+","H37Rv",1111
"8578",4946352,4946902,"-","H37Rv",1112
"558",4946902,4947452,"+","H37Rv",1113
"8579",4946902,4947452,"-","H37Rv",1114
"559",4947452,4948002,"+","H37Rv",1115
"8580",4947452,4948002,"-","H37Rv",1116
"560",4948002,4948552,"+","H37Rv",1117
"8581",4948002,4948552,"-","H37Rv",1118
"561",4948552,4949102,"+","H37Rv",1119
"8582",4948552,4949102,"-","H37Rv",1120
"562",4949102,4949652,"+","H37Rv",1121
"8583",4949102,4949652,"-","H37Rv",1122
"563",4949652,4950202,"+","H37Rv",1123
"8584",4949652,4950202,"-","H37Rv",1124
"564",4950202,4950752,"+","H37Rv",1125
"8585",4950202,4950752,"-","H37Rv",1126
"565",4950752,4951302,"+","H37Rv",1127
"8586",4950752,4951302,"-","H37Rv",1128
"566",4951302,4951852,"+","H37Rv",1129
"8587",4951302,4951852,"-","H37Rv",1130
"567",4951852,4952402,"+","H37Rv",1131
"8588",4951852,4952402,"-","H37Rv",1132
"568",4952402,4952952,"+","H37Rv",1133
"8589",4952402,4952952,"-","H37Rv",1134
"569",4952952,4953502,"+","H37Rv",1135
"8590",4952952,4953502,"-","H37Rv",1136
"570",4953502,4954052,"+","H37Rv",1137
"8591",4953502,4954052,"-","H37Rv",1138
"571",4954052,4954602,"+","H37Rv",1139
"8592",4954052,4954602,"-","H37Rv",1140
"572",4954602,4955152,"+","H37Rv",1141
"8593",4954602,4955152,"-","H37Rv",1142
"573",4955152,4955702,"+","H37Rv",1143
"8594",4955152,4955702,"-","H37Rv",1144
"574",4955702,4956252,"+","H37Rv",1145
"8595",4955702,4956252,"-","H37Rv",1146
"575",4956252,4956802,"+","H37Rv",1147
"8596",4956252,4956802,"-","H37Rv",1148
"576",4956802,4957352,"+","H37Rv",1149
"8597",4956802,4957352,"-","H37Rv",1150
"577",4957352,4957902,"+","H37Rv",1151
"8598",4957352,4957902,"-","H37Rv",1152
"578",4957902,4958452,"+","H37Rv",1153
"8599",4957902,4958452,"-","H37Rv",1154
"579",4958452,4959002,"+","H37Rv",1155
"8600",4958452,4959002,"-","H37Rv",1156
"580",4959002,4959552,"+","H37Rv",1157
"8601",4959002,4959552,"-","H37Rv",1158
"581",4959552,4960102,"+","H37Rv",1159
"8602",4959552,4960102,"-","H37Rv",1160
"582",4960102,4960652,"+","H37Rv",1161
"8603",4960102,4960652,"-","H37Rv",1162
"583",4960652,4961202,"+","H37Rv",1163
"8604",4960652,4961202,"-","H37Rv",1164
"584",4961202,4961752,"+","H37Rv",1165
"8605",4961202,4961752,"-","H37Rv",1166
"585",4961752,4962302,"+","H37Rv",1167
"8606",4961752,4962302,"-","H37Rv",1168
"586",4962302,4962852,"+","H37Rv",1169
