Table S2: Data for individual TA sites in the M. tuberculosis H37Rv genome (NC_018143.1).,,,,,,,,,,,,,
Coordinate,Matches Non Permissive Motif,Num. of Datasets with Insertions,Sum of Normalized Read Counts,Mean Normalized Read Count Among Replicates With Insertions,Low Coverage Site,ORF ID,tRNA,rRNA,DNA-Methylation-Site,TRIT-Site,5pUTR,Promoter,Essentiality State
21608,,1,23.1,23.1,,Rv0017c,,,,,,,NE
21777,,12,1585.8,132.2,,Rv0018c,,,,,,,NE
22070,,14,3219.5,230,,Rv0018c,,,,,,,NE
22092,,7,181.5,25.9,,Rv0018c,,,,,,,NE
22118,,14,3476,248.3,,Rv0018c,,,,,,,NE
22144,,7,416.3,59.5,,Rv0018c,,,,,,,NE
22187,,7,95.2,13.6,,Rv0018c,,,,,,,NE
22195,,14,1253.5,89.5,,Rv0018c,,,,,,,NE
22199,,14,3434.5,245.3,,Rv0018c,,,,,,,NE
22202,,14,2178.6,155.6,,Rv0018c,,,,,,,NE
22279,,8,136.7,17.1,,Rv0018c,,,,,,,NE
22314,,9,213.2,23.7,,Rv0018c,,,,,,,NE
22338,,5,217.6,43.5,,Rv0018c,,,,,,,NE
22454,,11,708.5,64.4,,Rv0018c,,,,,,,NE
22460,,11,260.3,23.7,TRUE,Rv0018c,,,,,,,NE
22578,,0,0,0,TRUE,Rv0018c,,,,,,,ES
22590,TRUE,0,0,0,TRUE,Rv0018c,,,,,,,ES
22625,,1,2.2,2.2,TRUE,Rv0018c,,,,,,,ES
22817,,0,0,0,TRUE,Rv0018c,,,,,,,ES
22836,,0,0,0,TRUE,Rv0018c,,,,,,,ES
22887,,0,0,0,TRUE,Rv0018c,,,,,,,ES
22932,TRUE,0,0,0,TRUE,Rv0018c,,,,,,,ES
23083,,0,0,0,TRUE,Rv0018c,,,,,,,ES
23099,,0,0,0,TRUE,Rv0018c,,,,,,,ES
23125,,0,0,0,TRUE,Rv0018c,,,,,,,ES
23153,,0,0,0,TRUE,Rv0018c,,,,,,,ES
23205,TRUE,0,0,0,TRUE,,,,,,5pUTR-Rv0018c,,ES
23330,,2,14.3,7.1,TRUE,Rv0019c,,,,,5pUTR-Rv0018c,PROM-950,NE
23361,,13,760.2,58.5,,Rv0019c,,,,,5pUTR-Rv0018c,PROM-950,NE
23381,,14,1184.6,84.6,,Rv0019c,,,,,,PROM-950,NE
23394,,14,1234.3,88.2,,Rv0019c,,,,,,PROM-950,NE
23413,,12,980.2,81.7,,Rv0019c,,,,,,PROM-950,NE
23442,,11,1038,94.4,,Rv0019c,,,,,,,NE
23512,,7,135.8,19.4,,Rv0019c,,,,,,,NE
23550,,10,662.9,66.3,,Rv0019c,,,,,,,NE
23582,,8,313.9,39.2,,Rv0019c,,,,,,,NE
23640,,13,1392.6,107.1,,Rv0019c,,,,,,,NE
23663,,9,542.8,60.3,,Rv0019c,,,,,,,NE
23681,,10,400.8,40.1,,Rv0019c,,,,,,,NE
23723,,12,2022.4,168.5,,Rv0019c,,,,,,,NE
23807,,11,1185.9,107.8,,,,,,,5pUTR-Rv0019c,PROM-161,NE
23856,,14,3657.9,261.3,,,,,,,5pUTR-Rv0019c,,NE
23933,,0,0,0,TRUE,Rv0020c,,,,,5pUTR-Rv0019c,,ES
23947,,0,0,0,TRUE,Rv0020c,,,,,5pUTR-Rv0019c,,ES
24102,,0,0,0,TRUE,Rv0020c,,,,,5pUTR-Rv0019c,PROM-152,ES
24136,,0,0,0,TRUE,Rv0020c,,,,,,PROM-152,ES
24159,,0,0,0,TRUE,Rv0020c,,,,,,PROM-152,ES
24174,,1,1,1,TRUE,Rv0020c,,,,,,PROM-152,ES
24183,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24207,,1,1,1,TRUE,Rv0020c,,,,,,,ES
24231,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24237,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24261,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24282,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24309,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24318,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24336,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24351,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24372,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24384,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24402,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24447,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24483,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24492,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24501,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24534,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24552,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24564,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24579,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24621,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24633,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24657,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24678,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24696,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24714,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24732,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24750,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24768,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24801,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24819,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24840,TRUE,0,0,0,TRUE,Rv0020c,,,,,,,ES
24909,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24921,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24924,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24960,,0,0,0,TRUE,Rv0020c,,,,,,,ES
24986,,7,180.3,25.8,TRUE,Rv0020c,,,,,,,NE
25069,,8,548.4,68.5,,Rv0020c,,,,,,,NE
25099,,4,194.4,48.6,,Rv0020c,,,,,,,NE
25143,,14,3236.5,231.2,,Rv0020c,,,,,,,NE
25168,,11,1453.2,132.1,,Rv0020c,,,,,,,NE
25170,,14,5314.2,379.6,,Rv0020c,,,,,,,NE
25252,,13,1587.6,122.1,,Rv0020c,,,,,,,NE
25260,,14,2821,201.5,,Rv0020c,,,,,,,NE
25438,TRUE,1,15.4,15.4,,Rv0020c,,,,,,,NE
25505,,14,4709.1,336.4,,,,,,,5pUTR-Rv0020c,PROM-606,NE
25528,,11,254.8,23.2,,,,,,,,PROM-606,NE
25613,,7,199.7,28.5,,,,,,,,"PROM-1361,PROM-1536",NE
25616,,14,9490.1,677.9,,,,,,,,"PROM-1361,PROM-1536",NE
25624,,14,4468.7,319.2,,,,,,,,"PROM-1361,PROM-1536",NE
25730,,14,5810,415,,,,,,,,,NE
25796,TRUE,8,291,36.4,,,,,,,,,NE
25832,TRUE,2,37.7,18.8,,,,,,,,,NE
25844,,13,2010.8,154.7,,,,,,,,,NE
25906,TRUE,4,343.9,86,,,,,,,,,NE
25914,,13,3462,266.3,,Rv0021c,,,,,,,NE
25960,,11,1103.6,100.3,,Rv0021c,,,,,,,NE
25967,,7,257,36.7,,Rv0021c,,,,,,,NE
26040,,14,5870,419.3,,Rv0021c,,,,,,,NE
26067,,14,2268.8,162.1,,Rv0021c,,,,,,,NE
26141,,14,8373.2,598.1,,Rv0021c,,,,,,,NE
26175,TRUE,11,662,60.2,,Rv0021c,,,,,,,NE
26183,,14,2961.2,211.5,,Rv0021c,,,,,,,NE
26193,,14,5214.2,372.4,,Rv0021c,,,,,,,NE
26197,,14,6249.7,446.4,,Rv0021c,,,,,,,NE
26261,TRUE,5,200,40,,Rv0021c,,,,,,,NE
26280,,14,3242.1,231.6,,Rv0021c,,,,,,,NE
26290,,7,330.8,47.3,,Rv0021c,,,,,,,NE
26300,,14,2259.9,161.4,,Rv0021c,,,,,,,NE
26377,,14,2855.2,203.9,,Rv0021c,,,,,,,NE
26417,,2,261.6,130.8,,Rv0021c,,,,,,,NE
26622,,12,2368.1,197.3,,Rv0021c,,,,,,,NE
26742,,11,1107.3,100.7,,Rv0021c,,,,,,,NE
26780,,13,1365.9,105.1,,Rv0021c,,,,,,,NE
26831,,12,786.8,65.6,,Rv0021c,,,,,,,NE
26838,,6,66.3,11,,Rv0021c,,,,,,,NE
26860,,8,397.5,49.7,,Rv0021c,,,,,,PROM-813,NE
26873,,12,3358.1,279.8,,Rv0021c,,,,,,PROM-813,NE
26932,,14,3932.1,280.9,,,,,,,,PROM-813,NE
27213,,8,256,32,,Rv0022c,,,,,,,NE
27245,,14,3455.9,246.8,,Rv0022c,,,,,,,NE
27252,,14,2021.7,144.4,,Rv0022c,,,,,,,NE
27299,,14,2403.4,171.7,,Rv0022c,,,,,,,NE
27354,,13,1845.5,142,,Rv0022c,,,,,,,NE
27367,,3,52.4,17.5,,Rv0022c,,,,,,,NE
27399,TRUE,1,69.2,69.2,,Rv0022c,,,,,,,NE
27410,,14,8070.5,576.5,,Rv0022c,,,,,,,NE
27470,,0,0,0,TRUE,,,,,,,,ES
27482,,0,0,0,TRUE,,,,,,,,ES
27484,,0,0,0,TRUE,,,,,,,,ES
27518,,0,0,0,TRUE,,,,,,,,ES
27526,,0,0,0,TRUE,,,,,,,,ES
27528,,0,0,0,TRUE,,,,,,,,ES
27530,,0,0,0,TRUE,,,,,,,,ES
27534,,0,0,0,TRUE,,,,,,,,ES
27558,,1,1,1,TRUE,,,,,,,,ES
27566,,10,1152.9,115.3,TRUE,,,,,,,,NE
27569,,5,90.7,18.1,TRUE,,,,,,,,NE
27578,,7,394.7,56.4,TRUE,,,,,,,,NE
27683,,3,40.6,13.5,TRUE,Rv0023,,,,,,,GD
27703,,5,87.2,17.4,TRUE,Rv0023,,,,,,,GD
27784,,1,3,3,TRUE,Rv0023,,,,,,,GD
27906,TRUE,1,1,1,TRUE,Rv0023,,,,,,,GD
27925,,0,0,0,TRUE,Rv0023,,,,,,,GD
27994,,0,0,0,TRUE,Rv0023,,,,,,,GD
28003,,3,34.4,11.5,TRUE,Rv0023,,,,,,,GD
28005,,2,7.9,4,TRUE,Rv0023,,,,,,,GD
28145,,2,5.2,2.6,TRUE,Rv0023,,,,,,,GD
28208,TRUE,0,0,0,TRUE,Rv0023,,,,,,,GD
28232,,1,2.2,2.2,TRUE,Rv0023,,,,,,,GD
28263,TRUE,3,9.9,3.3,TRUE,Rv0023,,,,,,,NE
28368,,14,3498.5,249.9,,Rv0024,,,,,,,NE
28455,,11,360.7,32.8,,Rv0024,,,,,,,NE
28512,,7,212.1,30.3,,Rv0024,,,,,,,NE
28661,,4,76.8,19.2,,Rv0024,,,,,,,NE
28670,,13,1393.9,107.2,,Rv0024,,,,,,,NE
28679,,11,380.4,34.6,,Rv0024,,,,,,,NE
28687,TRUE,3,103.4,34.5,,Rv0024,,,,,,,NE
28705,,12,1137.2,94.8,,Rv0024,,,,,,,NE
28803,TRUE,1,7.7,7.7,,Rv0024,,,,,,,NE
28914,,13,2117,162.8,,Rv0024,,,,,,,NE
28974,,10,453.4,45.3,,Rv0024,,,,,,,NE
29010,,14,4409,314.9,,Rv0024,,,,,,,NE
29205,,13,2628.4,202.2,,Rv0024,,,,,5pUTR-Rv0025,,NE
29270,,10,1834.5,183.4,,Rv0025,,,,,,,NE
29354,,11,936.8,85.2,,Rv0025,,,,,,,NE
29403,,12,1593,132.7,,Rv0025,,,,,,,NE
29457,,9,445.2,49.5,,Rv0025,,,,,,,NE
29516,,8,270.8,33.9,,Rv0025,,,,,,,NE
29567,,14,1111.2,79.4,,Rv0025,,,,,,,NE
29587,,11,2729.1,248.1,,Rv0025,,,,,,PROM-1053,NE
29605,,7,604,86.3,,Rv0025,,,,,,PROM-1053,NE
29620,,3,42.6,14.2,,,,,,,,PROM-1053,NE
29659,,8,682.2,85.3,,,,,,,5pUTR-Rv0026,PROM-1053,NE
29667,,14,18959.7,1354.3,,,,,,,5pUTR-Rv0026,PROM-1053,NE
29671,,14,4478.8,319.9,,,,,,,5pUTR-Rv0026,PROM-1053,NE
29776,,14,3451.6,246.5,,Rv0026,,,,,,,NE
29892,,12,1356.9,113.1,,Rv0026,,,,,,,NE
29920,,12,1784.6,148.7,,Rv0026,,,,,,,NE
29923,,14,1406,100.4,,Rv0026,,,,,,,NE
30009,TRUE,0,0,0,,Rv0026,,,,,,,NE
30119,,6,136.2,22.7,,Rv0026,,,,,,,NE
30195,TRUE,6,160.6,26.8,,Rv0026,,,,,,,NE
30271,,12,2622.6,218.5,,Rv0026,,,,,,,NE
30449,,14,4700.8,335.8,,Rv0026,,,,,,,NE
30479,,13,1288.7,99.1,,Rv0026,,,,,,,NE
30679,,13,2245.1,172.7,,Rv0026,,,,,,,NE
30911,TRUE,0,0,0,,Rv0026,,,,,,,NE
30968,,14,4756.4,339.7,,Rv0026,,,,,,,NE
31004,,3,705,235,,Rv0026,,,,,,,NE
31066,,7,314.5,44.9,,Rv0026,,,,,,PROM-229,NE
31075,,14,5719.8,408.6,,,,,,,,PROM-229,NE
31149,,13,1563.6,120.3,,,,,,,5pUTR-Rv0027,,NE
31153,,14,5242.6,374.5,,,,,,,5pUTR-Rv0027,,NE
31223,,12,1398.8,116.6,,Rv0027,,,,,,,NE
31261,,10,391.2,39.1,,Rv0027,,,,,,,NE
31323,,8,836.5,104.6,,Rv0027,,,,,,,NE
31381,,10,786.6,78.7,,Rv0027,,,,,,,NE
31410,,2,25.3,12.7,,Rv0027,,,,,,,NE
31589,,14,4193,299.5,,Rv0028,,,,,,,NE
31597,,14,5583.7,398.8,,Rv0028,,,,,,,NE
31684,,9,554.3,61.6,,Rv0028,,,,,,,NE
31701,,14,1447,103.4,,Rv0028,,,,,,,NE
31810,,2,15.2,7.6,,Rv0028,,,,,,,NE
31825,,12,1509.8,125.8,,,,,,,,,NE
31967,,5,224.3,44.9,,,,,,,,,NE
31978,TRUE,1,47.2,47.2,,,,,,,,,NE
32045,,9,709.4,78.8,,,,,DNAMethylation-5,,,PROM-1775,NE
32051,,6,185.4,30.9,,,,,,,,PROM-1775,NE
32134,,13,762.2,58.6,,Rv0029,,,,,,,NE
32163,,10,995.4,99.5,,Rv0029,,,,,,,NE
32197,,9,322.5,35.8,,Rv0029,,,,,,,NE
32253,,10,957,95.7,,Rv0029,,,,,,,NE
32403,,11,1146.1,104.2,,Rv0029,,,,,,,NE
32434,,9,474.6,52.7,,Rv0029,,,,,,,NE
32493,,11,963.9,87.6,,Rv0029,,,,,,,NE
32518,,5,109.7,21.9,,Rv0029,,,,,,,NE
32673,,13,2079.2,159.9,,Rv0029,,,,,,,NE
32755,,9,1450.1,161.1,,Rv0029,,,,,,,NE
32777,,14,9819.8,701.4,,Rv0029,,,,,,,NE
32886,,10,644.1,64.4,,Rv0029,,,,,,,NE
32910,,6,274,45.7,,Rv0029,,,,,,,NE
32995,TRUE,1,23.1,23.1,,Rv0029,,,,,,,NE
33023,,12,585.6,48.8,,Rv0029,,,,,,,NE
33045,,11,716.9,65.2,,Rv0029,,,,,,,NE
33058,,14,10525.1,751.8,,Rv0029,,,,,,,NE
33113,,14,3852.6,275.2,,Rv0029,,,,,,,NE
33152,,11,715.8,65.1,,Rv0029,,,,,,,NE
33217,,14,3463,247.4,,,,,,,,,NE
33355,,7,687.1,98.2,,Rv0030,,,,,,,NE
33359,,12,6422.9,535.2,,Rv0030,,,,,,,NE
33449,,5,327.3,65.5,,Rv0030,,,,,,,NE
33490,,4,343.9,86,,Rv0030,,,,,,,NE
33533,,4,91.2,22.8,,Rv0030,,,,,,,NE
33560,,4,98.8,24.7,,,,,,,,,NE
33650,TRUE,2,134,67,,Rv0031,,,,,,,NE
33797,,13,2389.3,183.8,,,,,,,,,NE
33805,,3,106.5,35.5,,,,,,,,,NE
33857,,10,1583.4,158.3,,,,,,,,,NE
33861,,13,590.4,45.4,,,,,,,,,NE
33863,,3,121.8,40.6,TRUE,,,,,,,,NE
33901,,4,56.9,14.2,TRUE,,,,,,,,NE
33907,,6,379.6,63.3,TRUE,,,,,,,,NE
33927,,6,137.7,22.9,TRUE,,,,,,,,NE
33933,,1,2,2,TRUE,,,,,,,,NE
33942,,4,168.8,42.2,TRUE,,,,,,,,NE
34010,TRUE,2,25.7,12.9,TRUE,,,,,,,,NE
34028,,1,31.4,31.4,TRUE,,,,,,,,NE
34158,,6,150.9,25.2,TRUE,,,,,,,,NE
34163,,6,239.7,39.9,TRUE,,,,,,,,NE
34182,,7,593.5,84.8,,,,,,,,,NE
34207,,2,75.7,37.8,,,,,,,,,NE
34241,,4,472.1,118,,,,,,,,,NE
34313,,10,1723.3,172.3,,Rv0032,,,,,,,NE
34364,,11,931.4,84.7,,Rv0032,,,,,,,NE
34367,,14,3772.3,269.5,,Rv0032,,,,,,,NE
34401,,6,59.3,9.9,,Rv0032,,,,,,,NE
34418,,13,4660.4,358.5,,Rv0032,,,,,,,NE
34420,,12,2354,196.2,,Rv0032,,,,,,,NE
34504,,14,5511.2,393.7,,Rv0032,,,,,,,NE
34590,,13,996.9,76.7,,Rv0032,,,,,,,NE
34679,,14,6988.4,499.2,,Rv0032,,,,,,,NE
34688,,14,1491,106.5,,Rv0032,,,,,,,NE
34743,,8,1026,128.2,,Rv0032,,,,,,,NE
34849,TRUE,0,0,0,,Rv0032,,,,,,,NE
34874,,13,2057.6,158.3,,Rv0032,,,,,,,NE
34893,,6,544,90.7,,Rv0032,,,,,,,NE
34937,,11,529.2,48.1,,Rv0032,,,,,,,NE
34999,,14,2929,209.2,,Rv0032,,,,,,,NE
35021,,1,7.7,7.7,,Rv0032,,,,,,,NE
35075,,11,1787.8,162.5,,Rv0032,,,,,,,NE
35079,,12,2295.5,191.3,,Rv0032,,,,,,,NE
35117,,1,7.7,7.7,,Rv0032,,,,,,,NE
35119,,7,743.2,106.2,,Rv0032,,,,,,,NE
35135,,0,0,0,TRUE,Rv0032,,,,,,,NE
35160,,0,0,0,TRUE,Rv0032,,,,,,,NE
35182,,0,0,0,TRUE,Rv0032,,,,,,,NE
35203,,0,0,0,TRUE,Rv0032,,,,,,,NE
35206,,2,439,219.5,TRUE,Rv0032,,,,,,,NE
35213,,0,0,0,TRUE,Rv0032,,,,,,,NE
35250,,2,9.7,4.8,TRUE,Rv0032,,,,,,,NE
35261,,3,252.1,84,TRUE,Rv0032,,,,,,,NE
35293,,2,27.9,14,TRUE,Rv0032,,,,,,,NE
35304,TRUE,0,0,0,TRUE,Rv0032,,,,,,,NE
35326,,3,156.6,52.2,TRUE,Rv0032,,,,,,,NE
35343,TRUE,0,0,0,TRUE,Rv0032,,,,,,,NE
35353,,7,560.8,80.1,,Rv0032,,,,,,,NE
35388,,10,971.2,97.1,,Rv0032,,,,,,,NE
35409,TRUE,0,0,0,,Rv0032,,,,,,,NE
35422,,2,35.7,17.8,,Rv0032,,,,,,,NE
35453,,6,391.4,65.2,,Rv0032,,,,,,,NE
35480,,8,768.5,96.1,,Rv0032,,,,,,,NE
35489,,5,123.1,24.6,,Rv0032,,,,,,,NE
35570,,14,2272.9,162.4,,Rv0032,,,,,,,NE
35630,,5,144,28.8,,Rv0032,,,,,,,NE
35703,,14,5211.9,372.3,,Rv0032,,,,,,,NE
35750,,5,254.7,50.9,,Rv0032,,,,,,,NE
35781,,11,1103,100.3,,Rv0032,,,,,,,NE
35873,,14,1498.7,107,,Rv0032,,,,,,,NE
35910,,14,2073.3,148.1,,Rv0032,,,,,,,NE
36029,,14,4264.7,304.6,,Rv0032,,,,,,,NE
36191,,14,4652,332.3,,Rv0032,,,,,,,NE
36326,,14,7248.3,517.7,,Rv0032,,,,,,,NE
36356,,10,1731.4,173.1,,Rv0032,,,,,,,NE
36368,,14,835.2,59.7,,Rv0032,,,,,,,NE
36428,,9,477.4,53,,Rv0032,,,,,,,NE
36455,,14,13832.1,988,,Rv0032,,,,,,,NE
36515,,14,4022,287.3,,Rv0032,,,,,,,NE
36519,,10,564.6,56.5,,Rv0032,,,,,,,NE
36606,,11,933.7,84.9,,Rv0032,,,,,,,NE
36677,,14,4160.7,297.2,,Rv0033,,,,,,,NE
36734,,14,3315.1,236.8,,Rv0033,,,,,,,NE
36802,,14,2514.8,179.6,,Rv0033,,,,,,,NE
37093,,14,6313.9,451,,Rv0034,,,,,,,NE
37125,,13,1360.2,104.6,,Rv0034,,,,,,,NE
37184,TRUE,3,84.6,28.2,,Rv0034,,,,,,,NE
37214,,11,1390.5,126.4,,Rv0034,,,,,,,NE
37224,,11,669,60.8,,Rv0034,,,,,,,NE
37353,,14,6509.3,465,,Rv0035,,,,,,,NE
37361,,13,3055.2,235,,Rv0035,,,,,,,NE
37404,,1,18,18,,Rv0035,,,,,,,NE
37512,TRUE,0,0,0,,Rv0035,,,,,,,NE
37626,,12,1564.4,130.4,,Rv0035,,,,,,,NE
37666,,14,2731.4,195.1,,Rv0035,,,,,,,NE
37674,,5,176.5,35.3,,Rv0035,,,,,,,NE
37752,,9,487.6,54.2,,Rv0035,,,,,,,NE
37775,,14,4502.5,321.6,,Rv0035,,,,,,,NE
37784,,14,8121.7,580.1,,Rv0035,,,,,,,NE
37829,,11,2395.7,217.8,,Rv0035,,,,,,,NE
37944,,13,1060.8,81.6,,Rv0035,,,,,,,NE
37977,,13,1073.2,82.6,,Rv0035,,,,,,,NE
38003,,14,3392,242.3,,Rv0035,,,,,,,NE
38047,TRUE,8,242.7,30.3,,Rv0035,,,,,,,NE
38065,,14,3707.8,264.8,,Rv0035,,,,,,,NE
38096,,14,2142.7,153.1,,Rv0035,,,,,,,NE
38133,,14,2081.5,148.7,,Rv0035,,,,,,,NE
38249,,11,1357.5,123.4,,Rv0035,,,,,,,NE
38363,,9,579.9,64.4,,Rv0035,,,,,,,NE
38444,,14,8180.5,584.3,,Rv0035,,,,,,,NE
38517,,13,1207.8,92.9,,Rv0035,,,,,,,NE
38588,,14,3401,242.9,,Rv0035,,,,,,,NE
38846,,10,1804.1,180.4,,Rv0035,,,,,,,NE
38902,TRUE,2,17.1,8.6,,Rv0035,,,,,,,NE
39125,,11,976.6,88.8,,Rv0036c,,,,,,,NE
39290,,14,4283.8,306,,Rv0036c,,,,,,,NE
39312,,9,963,107,,Rv0036c,,,,,,,NE
39343,,14,2683.9,191.7,,Rv0036c,,,,,,,NE
39845,,14,2935.4,209.7,,,,,,,,,NE
39873,,14,2909.5,207.8,,,,,,,,,NE
39878,,11,2519,229,,Rv0037c,,,,,,,NE
39937,,13,1400.2,107.7,,Rv0037c,,,,,,,NE
39941,,14,2647.7,189.1,,Rv0037c,,,,,,,NE
39967,,14,1235.9,88.3,,Rv0037c,,,,,,,NE
40011,,10,625.7,62.6,,Rv0037c,,,,,,,NE
40025,,14,20060.7,1432.9,,Rv0037c,,,,,,,NE
40141,,14,2622.5,187.3,,Rv0037c,,,,,,,NE
40156,,13,2913.5,224.1,,Rv0037c,,,,,,,NE
40200,,13,1641.4,126.3,,Rv0037c,,,,,,,NE
40238,,14,2386,170.4,,Rv0037c,,,,,,,NE
40326,TRUE,3,46.5,15.5,,Rv0037c,,,,,,,NE
40392,,7,347.9,49.7,,Rv0037c,,,,,,,NE
40474,,14,7139.6,510,,Rv0037c,,,,,,,NE
40496,,9,2715.1,301.7,,Rv0037c,,,,,,,NE
40543,,4,160.2,40,,Rv0037c,,,,,,,NE
40585,,0,0,0,,Rv0037c,,,,,,,NE
40849,,12,1233.1,102.8,,Rv0037c,,,,,,,NE
40876,TRUE,4,125.7,31.4,,Rv0037c,,,,,,,NE
40930,,8,915.1,114.4,,Rv0037c,,,,,,,NE
40961,,12,843.8,70.3,,Rv0037c,,,,,,,NE
41179,,13,674.6,51.9,,Rv0037c,,,,,,PROM-958,NE
41242,,14,2478.5,177,,,,,,,,PROM-958,NE
41248,,13,1573.8,121.1,,,,,,,,PROM-958,NE
41374,,14,7041.2,502.9,,Rv0038,,,,,,,NE
41427,,14,4255.4,304,,Rv0038,,,,,,,NE
41496,,14,3195.5,228.2,,Rv0038,,,,,,,NE
41593,,10,804.9,80.5,,Rv0038,,,,,,,NE
41632,,14,3030.6,216.5,,Rv0038,,,,,,,NE
41718,,9,458.8,51,,Rv0038,,,,,,,NE
41727,,6,278.1,46.3,,Rv0038,,,,,,,NE
41910,,14,2001.3,143,,Rv0038,,,,,,,NE
41915,,14,1360.5,97.2,,,,,,,,,NE
41986,,13,2031.3,156.3,,,,,,,,,NE
42060,TRUE,2,195.9,97.9,,Rv0039c,,,,,,,NE
42083,,8,318.4,39.8,,Rv0039c,,,,,,,NE
42208,,14,2860.4,204.3,,Rv0039c,,,,,,,NE
42276,,14,3478.7,248.5,,Rv0039c,,,,,,,NE
42362,,13,1323.3,101.8,,,,,,,,,NE
42434,,14,2742,195.9,,Rv0040c,,,,,,,NE
42473,TRUE,3,65.4,21.8,,Rv0040c,,,,,,,NE
42493,,6,189.6,31.6,,Rv0040c,,,,,,,NE
42644,,14,3263,233.1,,Rv0040c,,,,,,,NE
42713,,11,701.3,63.8,,Rv0040c,,,,,,,NE
42806,,14,3858.5,275.6,,Rv0040c,,,,,,,NE
42852,,14,2466.6,176.2,,Rv0040c,,,,,,,NE
42854,,14,3444.3,246,,Rv0040c,,,,,,,NE
42881,,14,5688.3,406.3,,Rv0040c,,,,,,,NE
43245,,14,616.3,44,,Rv0040c,,,,,,,NE
43421,,13,1762.1,135.5,,,,,,,,PROM-151,NE
43515,TRUE,1,2.1,2.1,,,,,,,,PROM-2041,NE
43547,,14,10181.5,727.2,,,,,,,,PROM-2041,NE
43549,,14,7451.2,532.2,,,,,,,,PROM-2041,NE
43634,TRUE,0,0,0,TRUE,Rv0041,,,,,,,ES
43640,,0,0,0,TRUE,Rv0041,,,,,,,ES
43642,,0,0,0,TRUE,Rv0041,,,,,,,ES
43660,,0,0,0,TRUE,Rv0041,,,,,,,ES
43698,,0,0,0,TRUE,Rv0041,,,,,,,ES
43796,,0,0,0,TRUE,Rv0041,,,,,,,ES
43838,,0,0,0,TRUE,Rv0041,,,,,,,ES
43856,,0,0,0,TRUE,Rv0041,,,,,,,ES
43865,,0,0,0,TRUE,Rv0041,,,,,,,ES
43885,,0,0,0,TRUE,Rv0041,,,,,,,ES
43902,,0,0,0,TRUE,Rv0041,,,,,,,ES
43937,,0,0,0,TRUE,Rv0041,,,,,,,ES
43944,,0,0,0,TRUE,Rv0041,,,,,,,ES
43966,,0,0,0,TRUE,Rv0041,,,,,,,ES
44069,,0,0,0,TRUE,Rv0041,,,,,,,ES
44094,,0,0,0,TRUE,Rv0041,,,,,,,ES
44100,,0,0,0,TRUE,Rv0041,,,,,,,ES
44102,,0,0,0,TRUE,Rv0041,,,,,,,ES
44145,,0,0,0,TRUE,Rv0041,,,,,,,ES
44249,,0,0,0,TRUE,Rv0041,,,,,,,ES
44261,,0,0,0,TRUE,Rv0041,,,,,,,ES
44298,,0,0,0,TRUE,Rv0041,,,,,,,ES
44302,,0,0,0,TRUE,Rv0041,,,,,,,ES
44408,,0,0,0,TRUE,Rv0041,,,,,,,ES
44600,,0,0,0,TRUE,Rv0041,,,,,,,ES
44684,,0,0,0,TRUE,Rv0041,,,,,,,ES
44720,,0,0,0,TRUE,Rv0041,,,,,,,ES
44798,,0,0,0,TRUE,Rv0041,,,,,,,ES
44849,,0,0,0,TRUE,Rv0041,,,,,,,ES
44864,,0,0,0,TRUE,Rv0041,,,,,,,ES
44869,TRUE,0,0,0,TRUE,Rv0041,,,,,,,ES
44937,,0,0,0,TRUE,Rv0041,,,,,,,ES
44952,,0,0,0,TRUE,Rv0041,,,,,,,ES
